Name	Platform	Year_of_Release	Genre	Publisher	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Football Manager Handheld 2008	PSP	2007	Sports	Sega	0	0.33	0	0	0.34
SSX Blur	Wii	2007	Sports	Electronic Arts	0.29	0.01	0	0.03	0.33
EA Playground	DS	2007	Sports	Electronic Arts	0.29	0.01	0	0.03	0.33
MLB 07: The Show	PS3	2007	Sports	Sony Computer Entertainment	0.29	0	0	0.03	0.32
Jikkyou Powerful Pro Yakyuu 14	PS2	2007	Sports	Konami Digital Entertainment	0	0	0.31	0	0.31
My Horse & Me	Wii	2007	Sports	Atari	0.27	0.02	0	0.02	0.31
J-League Winning Eleven 2007: Club Championship	PS2	2007	Sports	Konami Digital Entertainment	0	0	0.31	0	0.31
NBA Live 08	PSP	2007	Sports	Electronic Arts	0.28	0	0	0.02	0.31
Power Pro Kun Pocket 10	DS	2007	Sports	Konami Digital Entertainment	0	0	0.3	0	0.3
Madden NFL 08	X	2007	Sports	Electronic Arts	0.22	0.06	0	0.01	0.29
MLB Power Pros	Wii	2007	Sports	Konami Digital Entertainment	0.23	0	0.04	0.02	0.29
Surfs Up	PS2	2007	Sports	Ubisoft	0.14	0.11	0	0.04	0.29
Surfs Up	DS	2007	Sports	Ubisoft	0.26	0	0	0.02	0.28
MLB 07: The Show	PSP	2007	Sports	Sony Computer Entertainment	0.26	0	0	0.02	0.28
Cabelas Trophy Bucks	PS2	2007	Sports	Activision Value	0.13	0.11	0	0.04	0.27
Punch-Out!!	Wii	2007	Sports	Nintendo	0	0.22	0.05	0	0.27
The BIGS	X360	2007	Sports	Take-Two Interactive	0.18	0.08	0	0	0.27
All-Pro Football 2K8	X360	2007	Sports	Take-Two Interactive	0.24	0	0	0.02	0.26
NCAA March Madness 08	PS2	2007	Sports	Electronic Arts	0.13	0.1	0	0.03	0.26
Madden NFL 08	DS	2007	Sports	Electronic Arts	0.23	0	0	0.02	0.26
Tony Hawks Proving Ground	Wii	2007	Sports	Activision	0.22	0.01	0	0.02	0.25
Major League Baseball 2K7	PS3	2007	Sports	Spike	0.23	0	0	0.02	0.25
We Love Golf!	Wii	2007	Sports	Capcom	0.19	0	0.03	0.02	0.24
Hooked! Real Motion Fishing	Wii	2007	Sports	505 Games	0.21	0	0	0.02	0.23
Tony Hawks Proving Ground	DS	2007	Sports	Activision	0.2	0.01	0	0.02	0.23
Ultimate Duck Hunting: Hunting & Retrieving Ducks	Wii	2007	Sports	Detn8 Games	0.21	0	0	0.02	0.22
Dorabase DS: Dramatic Stadium	DS	2007	Sports	Namco Bandai Games	0	0	0.21	0	0.21
NCAA March Madness 08	X360	2007	Sports	Electronic Arts	0.2	0	0	0.02	0.21
Brunswick Pro Bowling	PSP	2007	Sports	505 Games	0.19	0	0	0.02	0.21
NCAA March Madness 07	X360	2007	Sports	Electronic Arts	0.19	0	0	0.02	0.21
Cabelas Big Game Hunter (2008)	PS2	2007	Sports	Activision Value	0.1	0.08	0	0.03	0.2
Pro Yaky? Spirits 4	PS2	2007	Sports	Konami Digital Entertainment	0	0	0.19	0	0.19
J-League Pro Soccer Club o Tsukurou! 5	PS2	2007	Sports	Sega	0	0	0.19	0	0.19
Nep League DS	DS	2007	Sports	Jaleco	0	0	0.18	0	0.18
College Hoops 2K7	PS3	2007	Sports	Take-Two Interactive	0.16	0	0	0.01	0.18
College Hoops 2K8	X360	2007	Sports	Take-Two Interactive	0.16	0	0	0.01	0.18
Professional Fishermans Tour: Northern Hemisphere	DS	2007	Sports	505 Games	0.16	0	0	0.01	0.17
Surfs Up	Wii	2007	Sports	Ubisoft	0.15	0	0	0.01	0.17
NBA Live 08	Wii	2007	Sports	Electronic Arts	0.15	0	0	0.01	0.16
NBA Street Homecourt	PS3	2007	Sports	Electronic Arts	0.13	0.01	0	0.02	0.16
The BIGS	PS3	2007	Sports	Take-Two Interactive	0.15	0	0	0.01	0.16
Imagine: Ice Champions	DS	2007	Sports	Spike	0.15	0	0	0.01	0.16
All-Pro Football 2K8	PS3	2007	Sports	Take-Two Interactive	0.14	0	0	0.01	0.15
College Hoops 2K8	PS3	2007	Sports	Take-Two Interactive	0.13	0	0	0.01	0.14
Jikkyou Powerful Pro Yakyuu Wii	Wii	2007	Sports	Konami Digital Entertainment	0	0	0.14	0	0.14
NHL 2K8	X360	2007	Sports	Take-Two Interactive	0.11	0.01	0	0.01	0.13
NBA 08	PS3	2007	Sports	Sony Computer Entertainment	0.12	0	0	0.01	0.13
NBA 08	PS2	2007	Sports	Sony Computer Entertainment	0.06	0.05	0	0.02	0.13
Super Swing Golf Season 2	Wii	2007	Sports	Rising Star Games	0.08	0	0.03	0.01	0.11
MLB Power Pros	PS2	2007	Sports	Konami Digital Entertainment	0	0	0.11	0	0.11
Surfs Up	PSP	2007	Sports	Ubisoft	0.02	0.06	0	0.03	0.11
Smash Court Tennis 3	X360	2007	Sports	Atari	0.08	0.02	0	0.01	0.11
The BIGS	PSP	2007	Sports	Take-Two Interactive	0.1	0	0	0.01	0.11
Rocky Balboa	PSP	2007	Sports	Ubisoft	0.01	0.09	0	0.01	0.1
Surfs Up	X360	2007	Sports	Ubisoft	0.09	0	0	0.01	0.1
World Snooker Championship 2007	PS3	2007	Sports	Sega	0	0.1	0	0	0.1
Pro Yakyuu Famista DS	DS	2007	Sports	Namco Bandai Games	0	0	0.1	0	0.1
NCAA March Madness 08	PS3	2007	Sports	Electronic Arts	0.08	0	0	0.01	0.09
NHL 2K8	PS3	2007	Sports	Take-Two Interactive	0.08	0.01	0	0.01	0.09
Jikkyou Powerful Pro Yakyuu 14 Ketteiban	PS2	2007	Sports	Konami Digital Entertainment	0	0	0.09	0	0.09
Jikkyou Powerful Pro Yakyuu Portable 2	PSP	2007	Sports	Konami Digital Entertainment	0	0	0.09	0	0.09
Major League Baseball 2K7	PSP	2007	Sports	Take-Two Interactive	0.08	0	0	0.01	0.09
NCAA Football 08	X	2007	Sports	Electronic Arts	0.06	0.02	0	0	0.08
Pro Evolution Soccer 2008 (JP sales)	DS	2007	Sports	Konami Digital Entertainment	0	0	0.08	0	0.08
Backyard NBA Basketball	DS	2007	Sports	Atari	0.07	0	0	0.01	0.08
Madden NFL 08	GC	2007	Sports	Electronic Arts	0.06	0.02	0	0	0.08
River King: Mystic Valley (US sales)	DS	2007	Sports	Rising Star Games	0.07	0	0	0	0.07
Dave Mirra BMX Challenge	Wii	2007	Sports	505 Games	0.06	0	0	0.01	0.07
Pro Yaky? Spirits 4	PS3	2007	Sports	Konami Digital Entertainment	0	0	0.07	0	0.07
Fishing Master (jp sales)	Wii	2007	Sports	Konami Digital Entertainment	0	0	0.06	0	0.06
Backyard Hockey	DS	2007	Sports	Atari	0.06	0	0	0	0.06
Cabelas Big Game Hunter (2008)	X360	2007	Sports	Activision Value	0.06	0	0	0	0.06
Pro Yakyuu Netsu Star 2007	PS2	2007	Sports	Namco Bandai Games	0	0	0.06	0	0.06
Tiger Woods PGA Tour 08	DS	2007	Sports	Electronic Arts	0.05	0	0	0	0.06
Backyard NFL Football 08	PS2	2007	Sports	Atari	0.03	0.02	0	0.01	0.06
Mountain Bike Adrenaline	PS2	2007	Sports	Unknown	0.03	0.02	0	0.01	0.05
UEFA Champions League 2006-2007	X360	2007	Sports	Electronic Arts	0.04	0.01	0	0	0.05
Virtua Tennis 3	PSP	2007	Sports	Sega	0.02	0.02	0	0.01	0.05
Cabelas Trophy Bucks	X360	2007	Sports	Activision Value	0.04	0	0	0	0.05
Pool Party	Wii	2007	Sports	SouthPeak Games	0.04	0	0	0	0.05
Virtua Tennis 3	X360	2007	Sports	Sega	0.03	0.01	0	0	0.04
Smash Court Tennis 3	PSP	2007	Sports	Namco Bandai Games	0.01	0.01	0.01	0.01	0.04
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret	PS2	2007	Sports	Konami Digital Entertainment	0	0	0.04	0	0.04
Banushi Life Game: Winners Circle	DS	2007	Sports	Genki	0	0	0.04	0	0.04
Surfs Up	PS3	2007	Sports	Ubisoft	0.03	0	0	0	0.04
Rugby 08	PS2	2007	Sports	Electronic Arts	0.02	0.01	0	0	0.04
Real Soccer 2008	DS	2007	Sports	Ubisoft	0.03	0	0	0	0.04
Womens Volleyball Championship	PS2	2007	Sports	Spike	0	0	0.03	0	0.03
Jikkyou Powerful Pro Yakyuu Wii Ketteiban	Wii	2007	Sports	Konami Digital Entertainment	0	0	0.03	0	0.03
River King: Mystic Valley (jp sales)	DS	2007	Sports	Rising Star Games	0	0	0.03	0	0.03
Underground Pool	DS	2007	Sports	UFO Interactive	0.03	0	0	0	0.03
Minna no Golf Jou Vol.1	PSP	2007	Sports	Sony Computer Entertainment	0	0	0.03	0	0.03
NBA 08	PSP	2007	Sports	Sony Computer Entertainment	0.03	0	0	0	0.03
Ookiku Furikabutte: Honto no Ace ni Nareru kamo	DS	2007	Sports	Marvelous Interactive	0	0	0.03	0	0.03
Backyard NFL Football	Wii	2007	Sports	Atari	0.02	0	0	0	0.03
Backyard NFL Football	DS	2007	Sports	Atari	0.02	0	0	0	0.02
G1 Jockey Wii	Wii	2007	Sports	Tecmo Koei	0	0	0.02	0	0.02
Balls of Fury	Wii	2007	Sports	Zoo Digital Publishing	0.02	0	0	0	0.02
Winning Post 7: Maximum 2007	PS2	2007	Sports	Tecmo Koei	0	0	0.02	0	0.02
Frisbee Disc Freestyle / Frisbee Disc Golf	DS	2007	Sports	DSI Games	0.02	0	0	0	0.02
Balls of Fury	DS	2007	Sports	Zoo Digital Publishing	0.02	0	0	0	0.02
Winning Post 7: Maximum 2007	PS3	2007	Sports	Tecmo Koei	0	0	0.02	0	0.02
FIFA Soccer 08	PC	2007	Sports	Electronic Arts	0	0.01	0	0	0.02
Wiffle Ball Advance	DS	2007	Sports	Zoo Digital Publishing	0.01	0	0	0	0.01
UEFA Champions League 2006-2007	PSP	2007	Sports	Electronic Arts	0.01	0	0	0	0.01
Virtua Tennis 3	PC	2007	Sports	Sega	0	0.01	0	0	0.01
Surfs Up	GC	2007	Sports	Ubisoft	0.01	0	0	0	0.01
G1 Jockey 4 2007	PS2	2007	Sports	Tecmo Koei	0	0	0.01	0	0.01
World Snooker Championship 2007	X360	2007	Sports	Sega	0	0.01	0	0	0.01
Imagine Figure Skater (JP sales)	DS	2007	Sports	Ubisoft	0	0	0.01	0	0.01
Pro Evolution Soccer 2008	PC	2007	Sports	Konami Digital Entertainment	0	0.01	0	0	0.01
Pro Evolution Soccer 2008	DS	2007	Sports	Konami Digital Entertainment	0.01	0	0	0	0.01
Brian Lara International Cricket 2007	X360	2007	Sports	Codemasters	0	0.01	0	0	0.01
Championship Manager 2007	X360	2007	Sports	Eidos Interactive	0	0.01	0	0	0.01
Madden NFL 08	PC	2007	Sports	Electronic Arts	0	0.01	0	0	0.01
Brian Lara 2007 Pressure Play	PSP	2007	Sports	Codemasters	0	0	0	0	0.01
Fire Emblem: Radiant Dawn	Wii	2007	Strategy	Nintendo	0.27	0.03	0.17	0.03	0.49
Worms: Open Warfare 2	PSP	2007	Strategy	THQ	0.04	0.26	0	0.14	0.44
Super Robot Taisen OG: Original Generations	PS2	2007	Strategy	Banpresto	0	0	0.44	0	0.44
Thrillville: Off the Rails	Wii	2007	Strategy	LucasArts	0.38	0.02	0	0.03	0.44
Command & Conquer 3: Tiberium Wars	X360	2007	Strategy	Electronic Arts	0.35	0.04	0	0.03	0.42
Thrillville: Off the Rails	PS2	2007	Strategy	LucasArts	0.2	0.16	0	0.05	0.42
Yu-Gi-Oh! GX: Tag Force 2	PSP	2007	Strategy	Konami Digital Entertainment	0.03	0.19	0.1	0.1	0.41
Overlord	X360	2007	Strategy	Codemasters	0.34	0.03	0.01	0.03	0.4
SD Gundam G Generation Spirits	PS2	2007	Strategy	Namco Bandai Games	0	0	0.38	0	0.38
Worms: Open Warfare 2	DS	2007	Strategy	THQ	0.07	0.24	0	0.04	0.35
Battalion Wars 2	Wii	2007	Strategy	Nintendo	0.22	0.02	0.08	0.02	0.34
Super Robot Taisen W	DS	2007	Strategy	Banpresto	0	0	0.3	0	0.3
Super Robot Taisen OG: Original Generations Gaiden	PS2	2007	Strategy	Banpresto	0	0	0.3	0	0.3
Yu-Gi-Oh! World Championship 2008	DS	2007	Strategy	Konami Digital Entertainment	0.13	0.02	0.12	0.01	0.28
Battlestations: Midway	X360	2007	Strategy	Eidos Interactive	0.21	0.02	0	0.02	0.26
SD Gundam G Generation: Cross Drive	DS	2007	Strategy	Namco Bandai Games	0	0	0.26	0	0.26
Dinosaur King	DS	2007	Strategy	Sega	0.2	0	0	0.02	0.22
Sid Meiers Pirates!	PSP	2007	Strategy	Take-Two Interactive	0.16	0.01	0	0.02	0.2
San Goku Shi Taisen DS	DS	2007	Strategy	Sega	0	0	0.16	0	0.16
Thrillville: Off the Rails	X360	2007	Strategy	LucasArts	0.13	0.02	0	0.01	0.16
Heroes of Mana	DS	2007	Strategy	Square Enix	0.07	0.01	0.05	0.01	0.14
Star Trek: Conquest	Wii	2007	Strategy	Bethesda Softworks	0.11	0.01	0	0.01	0.12
Star Trek: Conquest	PS2	2007	Strategy	Bethesda Softworks	0.06	0.04	0	0.01	0.11
Kousoku Card Battle: Card Hero	DS	2007	Strategy	Nintendo	0	0	0.11	0	0.11
Thrillville: Off the Rails	PSP	2007	Strategy	LucasArts	0.09	0	0	0.01	0.1
Dungeons & Dragons Tactics	PSP	2007	Strategy	Atari	0.09	0	0	0.01	0.1
Glory Days 2	DS	2007	Strategy	Ghostlight	0.08	0	0	0.01	0.09
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales)	PS2	2007	Strategy	Konami Digital Entertainment	0.05	0.04	0	0.01	0.09
Star Wars: Empire at War - Gold Pack	PC	2007	Strategy	LucasArts	0.01	0.06	0	0.01	0.09
Zoids Assault	X360	2007	Strategy	Takara Tomy	0.08	0	0	0.01	0.09
R-Type Command	PSP	2007	Strategy	Rising Star Games	0.06	0	0.01	0.01	0.08
Romance of the Three Kingdoms XI	PS2	2007	Strategy	Tecmo Koei	0	0	0.07	0	0.07
Elements of Destruction	DS	2007	Strategy	THQ	0.07	0	0	0.01	0.07
Command & Conquer 3: Tiberium Wars	PC	2007	Strategy	Electronic Arts	0	0.06	0	0.01	0.07
Age of Empires III: The Asian Dynasties	PC	2007	Strategy	Microsoft Game Studios	0	0.05	0	0.01	0.06
Panzer Tactics	DS	2007	Strategy	10TACLE Studios	0.06	0	0	0	0.06
Pawly Pets: My Vet Practice	DS	2007	Strategy	Ubisoft	0	0.05	0	0	0.05
GrimGrimoire	PS2	2007	Strategy	Tecmo Koei	0.01	0.01	0.03	0	0.05
Yu-Gi-Oh! World Championship 2007	DS	2007	Strategy	Konami Digital Entertainment	0	0.01	0.04	0	0.05
Supreme Commander	PC	2007	Strategy	THQ	0	0.04	0	0.01	0.05
Front Mission	DS	2007	Strategy	Square Enix	0.01	0	0.03	0	0.04
Thrillville: Off the Rails	DS	2007	Strategy	LucasArts	0.03	0.01	0	0	0.04
Company of Heroes: Opposing Fronts	PC	2007	Strategy	THQ	0.01	0.03	0	0.01	0.04
Empire Earth III	PC	2007	Strategy	Vivendi Games	0	0.03	0	0.01	0.04
R-Type Command (correct US sales)	PSP	2007	Strategy	Rising Star Games	0.04	0	0	0	0.04
Supreme Commander: Forged Alliance	PC	2007	Strategy	THQ	0.01	0.02	0	0	0.04
Super Robot Taisen: Scramble Commander the 2nd	PS2	2007	Strategy	Banpresto	0	0	0.04	0	0.04
World in Conflict	PC	2007	Strategy	Vivendi Games	0	0.03	0	0.01	0.04
Suujin Taisen	DS	2007	Strategy	Nintendo	0	0	0.03	0	0.03
Combat Mission: Shock Force	PC	2007	Strategy	Paradox Interactive	0	0.03	0	0	0.03
Galaxy Angel II: Mugen Kairou no Kagi	PS2	2007	Strategy	Broccoli	0	0	0.03	0	0.03
Negima!? Dream Tactic Yumemiru Otome Princess	PS2	2007	Strategy	Konami Digital Entertainment	0	0	0.03	0	0.03
Age of Empires III: Gold Edition	PC	2007	Strategy	Microsoft Game Studios	0	0.02	0	0	0.03
The Settlers: Rise of an Empire	PC	2007	Strategy	Ubisoft	0.01	0.01	0	0	0.02
Overlord	PC	2007	Strategy	Codemasters	0	0.02	0	0	0.02
UFO: Trilogy	PC	2007	Strategy	Unknown	0	0.02	0	0	0.02
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)	PS2	2007	Strategy	Konami Digital Entertainment	0	0	0.02	0	0.02
Worms	X360	2007	Strategy	Microsoft Game Studios	0	0.02	0	0	0.02
San Goku Shi DS 2	DS	2007	Strategy	Tecmo Koei	0	0	0.02	0	0.02
Tennis no Oji-Sama: Card Hunter	PS2	2007	Strategy	Konami Digital Entertainment	0	0	0.02	0	0.02
Drone Tactics	DS	2007	Strategy	Success	0.01	0	0	0	0.02
Theatre Of War	PC	2007	Strategy	Kalypso Media	0	0.01	0	0	0.01
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono	PS2	2007	Strategy	D3Publisher	0	0	0.01	0	0.01
Battlestations: Midway	PC	2007	Strategy	Eidos Interactive	0	0.01	0	0	0.01
Palais de Reine	PS2	2007	Strategy	Interchannel-Holon	0	0	0.01	0	0.01
Hospital Tycoon	PC	2007	Strategy	Codemasters	0	0.01	0	0	0.01
Zoo Tycoon 2: Extinct Animals	PC	2007	Strategy	Microsoft Game Studios	0.01	0	0	0	0.01
UFO: Extraterrestrials	PC	2007	Strategy	Paradox Interactive	0	0.01	0	0	0.01
Steel Horizon	DS	2007	Strategy	Konami Digital Entertainment	0.01	0	0	0	0.01
Europa Universalis III	PC	2007	Strategy	Paradox Interactive	0	0.01	0	0	0.01
Steel Horizon	PSP	2007	Strategy	Konami Digital Entertainment	0.01	0	0	0	0.01
What Did I Do to Deserve This	PSP	2008	Role-Playing	Nippon Ichi Software	0.06	0	0.18	0.01	
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito	PS2	2008	Misc	D3Publisher	0	0	0.12	0	
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito	DS	2008	Misc	D3Publisher	0	0	0.08	0	
My World	DS	2008	Role-Playing	Global A Entertainment	0.04	0	0	0	
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o	DS	2008	Misc	D3Publisher	0	0	0.02	0	
Warhammer 40	PC	2008	Strategy	THQ	0	0.02	0	0	
Nogizaka Haruka no Himitsu Cosplay	PS2	2008	Adventure	ASCII Media Works	0	0	0.02	0	
Element Girl: Love	DS	2008	Adventure	DTP Entertainment	0	0.01	0	0	
Minna de Jibun no Setsumeisho: B-Kata	DS	2008	Misc	GungHo	0	0			
Grand Theft Auto IV	X360	2008	Action	Take-Two Interactive	6.77	3.07	0.14	1.03	11.01
Grand Theft Auto IV	PS3	2008	Action	Take-Two Interactive	4.77	3.7	0.44	1.61	10.51
Metal Gear Solid 4: Guns of the Patriots	PS3	2008	Action	Konami Digital Entertainment	2.63	1.71	0.83	0.82	5.99
LEGO Indiana Jones: The Original Adventures	X360	2008	Action	Activision	2.4	1.01	0	0.36	3.76
LEGO Batman: The Videogame	X360	2008	Action	Warner Bros. Interactive Entertainment	2.04	1.03	0	0.32	3.4
God of War: Chains of Olympus	PSP	2008	Action	Sony Computer Entertainment	1.48	1	0.04	0.66	3.18
LEGO Batman: The Videogame	Wii	2008	Action	Warner Bros. Interactive Entertainment	1.8	0.98	0	0.29	3.07
LEGO Batman: The Videogame	DS	2008	Action	Warner Bros. Interactive Entertainment	1.75	1.01	0	0.29	3.05
Kung Fu Panda	X360	2008	Action	Activision	1.91	0.84	0	0.29	3.05
Saints Row 2	X360	2008	Action	THQ	1.95	0.79	0.02	0.28	3.04
Star Wars: The Force Unleashed	X360	2008	Action	LucasArts	1.74	0.77	0	0.26	2.77
LEGO Indiana Jones: The Original Adventures	Wii	2008	Action	LucasArts	1.51	0.61	0	0.21	2.34
Star Wars: The Force Unleashed	PS3	2008	Action	LucasArts	1.01	0.85	0	0.35	2.21
LEGO Indiana Jones: The Original Adventures	DS	2008	Action	Activision	1.4	0.59	0	0.2	2.2
Dead Space	PS3	2008	Action	Electronic Arts	1.05	0.66	0	0.29	2
Star Wars: The Force Unleashed	Wii	2008	Action	LucasArts	1.11	0.56	0	0.18	1.86
Saints Row 2	PS3	2008	Action	THQ	0.88	0.54	0.02	0.25	1.68
Star Wars The Clone Wars: Lightsaber Duels	Wii	2008	Action	LucasArts	1.21	0.3	0	0.14	1.65
Far Cry 2	X360	2008	Action	Ubisoft	0.72	0.69	0.02	0.18	1.59
Devil May Cry 4	PS3	2008	Action	Capcom	0.58	0.45	0.34	0.2	1.57
007: Quantum of Solace	X360	2008	Action	Activision	0.82	0.51	0.01	0.14	1.48
Dead Space	X360	2008	Action	Electronic Arts	0.89	0.39	0	0.13	1.4
Far Cry 2	PS3	2008	Action	Ubisoft	0.43	0.69	0.01	0.26	1.38
LEGO Indiana Jones: The Original Adventures	PS2	2008	Action	LucasArts	0.6	0.01	0	0.76	1.37
Devil May Cry 4	X360	2008	Action	Capcom	0.79	0.34	0.08	0.13	1.34
LEGO Batman: The Videogame	PS3	2008	Action	Warner Bros. Interactive Entertainment	0.72	0.39	0	0.19	1.3
LEGO Batman: The Videogame	PSP	2008	Action	Warner Bros. Interactive Entertainment	0.57	0.44	0	0.27	1.28
LEGO Batman: The Videogame	PS2	2008	Action	Warner Bros. Interactive Entertainment	0.72	0.03	0	0.52	1.27
Tomb Raider: Underworld	PS3	2008	Action	Eidos Interactive	0.45	0.55	0.05	0.22	1.26
Kung Fu Panda	DS	2008	Action	Activision	0.56	0.56	0	0.14	1.25
Star Wars: The Force Unleashed	PS2	2008	Action	LucasArts	0.49	0	0.01	0.75	1.25
LEGO Indiana Jones: The Original Adventures	PSP	2008	Action	LucasArts	0.4	0.48	0	0.29	1.17
007: Quantum of Solace	PS3	2008	Action	Activision	0.43	0.51	0.02	0.19	1.14
Star Wars: The Force Unleashed	PSP	2008	Action	LucasArts	0.43	0.4	0	0.24	1.08
Prince of Persia	PS3	2008	Action	Ubisoft	0.47	0.4	0.03	0.17	1.07
Tomb Raider: Underworld	X360	2008	Action	Eidos Interactive	0.53	0.42	0.01	0.11	1.07
Bully: Scholarship Edition	X360	2008	Action	Take-Two Interactive	0.53	0.4	0.03	0.11	1.06
Guinness World Records: The Videogame	Wii	2008	Action	Warner Bros. Interactive Entertainment	0.46	0.47	0	0.11	1.03
LEGO Indiana Jones: The Original Adventures	PS3	2008	Action	Activision	0.44	0.42	0	0.17	1.03
Ninja Gaiden II	X360	2008	Action	Tecmo Koei	0.65	0.22	0.05	0.1	1.01
Prince of Persia	X360	2008	Action	Ubisoft	0.54	0.34	0.02	0.1	1.01
Ben 10: Alien Force	DS	2008	Action	Koch Media	0.65	0.22	0	0.09	0.95
Kung Fu Panda	Wii	2008	Action	Activision	0.5	0.32	0	0.09	0.91
Star Wars: The Force Unleashed	DS	2008	Action	LucasArts	0.5	0.28	0	0.09	0.88
Grand Theft Auto IV	PC	2008	Action	Take-Two Interactive	0.01	0.79	0	0.07	0.88
Ben 10: Alien Force	Wii	2008	Action	Koch Media	0.52	0.21	0	0.07	0.8
Star Wars The Clone Wars: Jedi Alliance	DS	2008	Action	LucasArts	0.61	0.11	0	0.06	0.78
Turok	X360	2008	Action	Touchstone	0.46	0.2	0.01	0.07	0.75
Madagascar: Escape 2 Africa	DS	2008	Action	Activision	0.41	0.25	0	0.07	0.73
Iron Man	PS3	2008	Action	Sega	0.32	0.25	0	0.11	0.68
Turok	PS3	2008	Action	Touchstone	0.35	0.21	0.01	0.1	0.67
Kung Fu Panda	PS2	2008	Action	Activision	0.24	0	0	0.41	0.65
007: Quantum of Solace	Wii	2008	Action	Activision	0.29	0.28	0.01	0.07	0.65
Iron Man	PSP	2008	Action	Sega	0.46	0.09	0	0.09	0.63
Condemned 2: Bloodshot	X360	2008	Action	Sega	0.38	0.19	0	0.06	0.63
Okami	Wii	2008	Action	Capcom	0.43	0.09	0.04	0.05	0.6
Dead Space	PC	2008	Action	Electronic Arts	0	0.54	0	0.06	0.59
Ben 10: Alien Force	PSP	2008	Action	Koch Media	0.35	0.14	0	0.1	0.59
Naruto: The Broken Bond	X360	2008	Action	Ubisoft	0.24	0.28	0	0.06	0.59
Iron Man	Wii	2008	Action	Sega	0.3	0.22	0	0.06	0.59
SpongeBob SquarePants featuring Nicktoons: Globs of Doom	PS2	2008	Action	THQ	0.29	0.22	0	0.07	0.58
Lost: Via Domus	X360	2008	Action	Ubisoft	0.18	0.34	0	0.07	0.58
Top Spin 3	Wii	2008	Action	Take-Two Interactive	0.15	0.37	0	0.07	0.58
Go Diego Go! Great Dinosaur Rescue	Wii	2008	Action	Take-Two Interactive	0.52	0.02	0	0.04	0.58
Ben 10: Alien Force	PS2	2008	Action	Koch Media	0.22	0.02	0	0.33	0.57
Iron Man	X360	2008	Action	Sega	0.27	0.24	0	0.06	0.57
SpongeBob SquarePants featuring Nicktoons: Globs of Doom	DS	2008	Action	THQ	0.52	0	0	0.04	0.57
Top Spin 3	PS3	2008	Action	Take-Two Interactive	0.08	0.36	0	0.12	0.57
Top Spin 3	X360	2008	Action	Take-Two Interactive	0.09	0.4	0	0.07	0.56
Madagascar: Escape 2 Africa	Wii	2008	Action	Activision	0.31	0.18	0	0.05	0.55
Iron Man	PS2	2008	Action	Sega	0.36	0	0	0.19	0.54
SpongeBob SquarePants featuring Nicktoons: Globs of Doom	Wii	2008	Action	THQ	0.49	0	0	0.04	0.53
Guinness World Records: The Videogame	DS	2008	Action	Warner Bros. Interactive Entertainment	0.47	0.01	0	0.04	0.52
Way of the Samurai 3	PS3	2008	Action	Gamebridge	0.18	0.08	0.22	0.04	0.52
Go Diego Go! Safari Rescue	Wii	2008	Action	Take-Two Interactive	0.47	0	0	0.04	0.52
Kung Fu Panda	PS3	2008	Action	Activision	0.21	0.21	0	0.09	0.51
Iron Man	DS	2008	Action	Sega	0.35	0.12	0	0.05	0.51
Bully: Scholarship Edition	Wii	2008	Action	Take-Two Interactive	0.17	0.28	0	0.06	0.5
Lost: Via Domus	PS3	2008	Action	Ubisoft	0.19	0.22	0	0.09	0.5
Dynasty Warriors: Gundam 2	PS3	2008	Action	Namco Bandai Games	0.09	0.06	0.32	0.03	0.49
Far Cry 2	PC	2008	Action	Ubisoft	0.01	0.45	0	0.03	0.48
Go Diego Go! Great Dinosaur Rescue	DS	2008	Action	Take-Two Interactive	0.43	0.01	0	0.03	0.47
Mega Man Star Force 3: Black Ace / Red Joker	DS	2008	Action	Capcom	0.22	0	0.22	0.02	0.46
Tomb Raider: Underworld	Wii	2008	Action	Eidos Interactive	0.13	0.27	0	0.05	0.45
Silent Hill: Homecoming	X360	2008	Action	Konami Digital Entertainment	0.25	0.15	0	0.04	0.45
Viking: Battle for Asgard	X360	2008	Action	Sega	0.16	0.23	0	0.05	0.44
Robert Ludlum's The Bourne Conspiracy	X360	2008	Action	Vivendi Games	0.26	0.13	0	0.04	0.44
007: Quantum of Solace	PS2	2008	Action	Activision	0.17	0	0	0.26	0.43
Spider-Man: Web of Shadows	X360	2008	Action	Activision	0.36	0.02	0	0.03	0.4
Warriors Orochi 2 (JP sales)	PS2	2008	Action	Tecmo Koei	0	0	0.4	0	0.4
The Chronicles of Narnia: Prince Caspian	PS2	2008	Action	Disney Interactive Studios	0.2	0.15	0	0.05	0.4
Condemned 2: Bloodshot	PS3	2008	Action	Sega	0.17	0.16	0	0.07	0.39
Robert Ludlum's The Bourne Conspiracy	PS3	2008	Action	Vivendi Games	0.18	0.14	0	0.06	0.39
